,PER,TS%,3PAr,FTr,ORB%,AST%,TOV%,PT,W/L
920,[1.01555556],[0.00553333],[-0.07565556],[0.00293333],[0.76777778],[0.89555556],[-0.39444444],-22.0,0.0
921,[-2.80526316],[-0.05684211],[-0.044],[-0.05731579],[-1.34210526],[-1.46315789],[-2.62105263],-13.0,0.0
922,[0.99573935],[0.02195739],[-0.01577444],[0.06215789],[0.53132832],[1.86566416],[2.68220551],-25.0,0.0
923,[1.97894737],[0.03721053],[-0.09010526],[0.05084211],[0.80526316],[1.22631579],[-2.19473684],7.0,1.0
924,[-2.47368421],[-0.06910526],[0.05857895],[-0.01873684],[-0.71052632],[-2.80526316],[-2.12105263],18.0,1.0
925,[-0.98666667],[-0.02922083],[-0.03073333],[-0.00080833],[1.31875],[0.66375],[0.62958333],-7.0,0.0
926,[-0.34761905],[-0.02669841],[-0.06893651],[0.00915873],[0.99444444],[-2.43492063],[-1.76111111],-28.0,0.0
927,[2.49666667],[0.04228333],[-0.02470833],[0.030375],[-0.22583333],[-2.275],[-1.57333333],-2.0,0.0
928,[-0.04],[-0.02035417],[-0.04433333],[0.00185833],[0.87208333],[0.01041667],[-0.79708333],-15.0,0.0
929,[-1.82904412],[-0.04559191],[-0.00043382],[0.04056618],[0.38014706],[-2.16470588],[-1.90477941],-7.0,0.0
930,[-2.62],[-0.05088889],[-0.03362222],[-0.03375556],[-0.06555556],[-3.81777778],[1.05888889],-10.0,0.0
931,[1.34603175],[0.05057143],[-0.03819841],[0.066],[1.2468254],[0.86507937],[2.62460317],10.0,1.0
932,[0.],[0.],[0.],[0.],[0.],[0.],[0.],7.0,1.0
933,[-0.95727554],[-0.01060062],[0.08429721],[-0.08525077],[-2.13467492],[0.58266254],[-2.02136223],-14.0,0.0
934,[-0.05982906],[0.01188889],[-0.04707265],[0.05414103],[-1.41068376],[-0.08418803],[-1.32222222],-10.0,0.0
935,[2.47006579],[0.0548125],[0.06641447],[0.12031579],[1.90921053],[1.55394737],[2.14572368],8.0,1.0
936,[-1.12361111],[-0.01669444],[-0.00602083],[-0.0279375],[0.21527778],[-1.65486111],[0.16111111],-11.0,0.0
937,[-0.51815789],[0.01495],[-0.04510263],[0.14520526],[0.32078947],[1.56289474],[0.97447368],-3.0,0.0
938,[2.61789474],[0.0179193],[-0.06049474],[-0.04122456],[0.63649123],[0.91719298],[-3.36315789],-28.0,0.0
939,[1.00666667],[0.02133333],[-0.0056],[0.00193333],[0.31333333],[0.64666667],[1.33333333],-13.0,0.0
940,[-1.1525],[-0.03341667],[-0.06552083],[-0.04620417],[0.04083333],[-1.12708333],[-0.75333333],-12.0,0.0
941,[-0.49375],[-0.03875],[-0.032375],[0.02375],[1.88125],[-1.55625],[-0.925],-8.0,0.0
942,[1.86928571],[0.04219286],[0.05109762],[-0.06914762],[0.52833333],[-0.11452381],[1.44833333],15.0,1.0
943,[-1.98666667],[-0.0404],[-0.02566667],[-0.0788],[-0.52],[-2.32],[0.93333333],-4.0,0.0
944,[-0.25438596],[-0.00471345],[0.06232164],[-0.00788889],[0.08567251],[-2.76023392],[0.20380117],-14.0,0.0
945,[-2.3917004],[-0.0085],[0.06124899],[-0.0525081],[-3.22267206],[-2.65202429],[-2.48947368],25.0,1.0
946,[-2.42941176],[-0.04423529],[0.06876471],[-0.02594118],[-1.71176471],[-1.22941176],[-2.97647059],-12.0,0.0
947,[-0.4997076],[-0.03266374],[-0.06947953],[-0.04182456],[0.24883041],[-1.1005848],[-2.28538012],-12.0,0.0
948,[0.63422619],[0.02371726],[0.08948214],[0.034],[0.87738095],[-0.24880952],[1.37529762],-13.0,0.0
949,[0.15684211],[0.01890526],[0.01114035],[-0.04136842],[-0.29192982],[2.51403509],[1.93824561],1.0,1.0
950,[0.02888889],[0.01672222],[0.0595],[0.01826667],[0.17444444],[-0.52777778],[0.91444444],16.0,1.0
951,[0.88128655],[0.01033333],[-0.01999708],[-0.00189474],[0.82134503],[0.56900585],[-0.31608187],15.0,1.0
952,[1.41140351],[0.0310307],[0.00258991],[-0.02778289],[0.30855263],[-2.99780702],[-2.12982456],1.0,1.0
953,[-0.44],[-0.02644583],[0.0104],[-0.06019167],[-1.04541667],[-0.13708333],[-2.85625],-14.0,0.0
954,[-1.47213622],[-0.03363467],[-0.01553251],[0.0593096],[0.42291022],[-1.8120743],[-0.95510836],-1.0,0.0
955,[-1.57269737],[-0.04590461],[-0.05158553],[0.055625],[1.00460526],[-1.38421053],[-2.61282895],-29.0,0.0
956,[-1.65205128],[0.01196667],[0.05530513],[0.03587436],[-1.43846154],[-0.35307692],[-0.92666667],-8.0,0.0
957,[1.52166667],[0.01549444],[-0.01783889],[-0.05998889],[1.52277778],[-2.54944444],[-0.31277778],-4.0,0.0
958,[0.87619048],[0.0037619],[-0.06419048],[-0.01195238],[1.21904762],[-0.01428571],[-0.11428571],5.0,1.0
959,[-1.25789474],[-0.03515789],[0.12526316],[-0.09310526],[-1.75789474],[-1.77368421],[-0.45789474],10.0,1.0
960,[-0.26],[0.02506667],[0.04066667],[0.03913333],[-0.2],[-0.95333333],[1.24666667],1.0,1.0
961,[1.6996732],[0.00809477],[-0.16993464],[0.06021569],[1.55718954],[1.55359477],[2.23071895],7.0,1.0
962,[-0.36875],[-0.0079375],[0.0204375],[-0.0169375],[0.6125],[-1.21875],[1.25625],1.0,1.0
963,[1.68631579],[0.02933333],[-0.01954386],[0.09104912],[1.33754386],[1.64561404],[0.13614035],-9.0,0.0
964,[-3.62350877],[-0.08133333],[0.0293193],[-0.11897193],[-1.90912281],[-2.83122807],[0.39719298],3.0,1.0
965,[0.59154412],[0.00171691],[-0.07356618],[-0.04794118],[0.05735294],[0.68970588],[-0.23272059],-13.0,0.0
966,[-1.85128205],[-0.07558333],[-0.02499679],[-0.06818269],[1.35096154],[1.98141026],[1.16666667],-3.0,0.0
967,[-0.7],[-0.00137917],[0.05106667],[-0.02105833],[-1.24541667],[-1.09041667],[-1.60958333],17.0,1.0
968,[1.95263158],[0.041],[-0.00726316],[-0.04031579],[0.58421053],[-0.97894737],[-3.02631579],8.0,1.0
969,[-2.74547619],[-0.04595476],[0.01309286],[0.0811],[-1.74738095],[0.12880952],[-1.33404762],7.0,1.0
970,[0.84982456],[0.00242807],[-0.01674035],[0.04330175],[0.60526316],[-1.86736842],[-0.60491228],30.0,1.0
971,[0.60036765],[-0.00135662],[-0.06919853],[0.06650735],[2.09191176],[-0.93529412],[1.07169118],12.0,1.0
972,[0.37660819],[0.02482456],[-0.10526608],[0.095],[0.93654971],[1.20467836],[0.77397661],-6.0,0.0
973,[-0.54571429],[0.04127619],[0.10164762],[0.07501905],[-0.74],[-0.01619048],[3.13333333],-1.0,0.0
974,[1.12361111],[0.01669444],[0.00602083],[0.0279375],[-0.21527778],[1.65486111],[-0.16111111],-15.0,0.0
975,[1.31333333],[0.01975556],[-0.00677778],[-0.02511111],[-0.84111111],[1.27777778],[-0.47888889],6.0,1.0
976,[-0.64555556],[0.00894444],[0.08877778],[-0.0156],[-0.47444444],[-0.92222222],[-1.03111111],-10.0,0.0
977,[-4.3445614],[-0.08338596],[-0.0058386],[-0.07670877],[-0.95649123],[-2.28385965],[3.04982456],-1.0,0.0
978,[2.80526316],[0.05684211],[0.044],[0.05731579],[1.34210526],[1.46315789],[2.62105263],-8.0,0.0
979,[0.96942356],[0.02574687],[0.06706767],[-0.029],[0.31027569],[-0.339599],[1.85062657],-17.0,0.0
980,[-1.6996732],[-0.00809477],[0.16993464],[-0.06021569],[-1.55718954],[-1.55359477],[-2.23071895],-9.0,0.0
981,[-1.18137255],[-0.02755392],[0.02910049],[-0.04831618],[0.09485294],[1.57303922],[0.59019608],-9.0,0.0
982,[0.7],[0.00137917],[-0.05106667],[0.02105833],[1.24541667],[1.09041667],[1.60958333],4.0,1.0
983,[1.89684211],[0.01586667],[-0.09565263],[0.0010386],[1.58912281],[1.4645614],[-0.71052632],-3.0,0.0
984,[0.80222672],[-0.01439474],[-0.03856478],[-0.07917611],[0.83319838],[2.22044534],[1.53157895],-28.0,0.0
985,[1.59901316],[0.04211513],[-0.03125658],[0.03553289],[-0.78355263],[3.58947368],[3.44440789],5.0,1.0
986,[-2.07218045],[-0.05919549],[-0.04115288],[-0.03379449],[0.10350877],[-0.90100251],[0.22982456],-10.0,0.0
987,[-1.39944444],[0.00461667],[-0.02510556],[0.1471],[-0.50055556],[0.99388889],[1.29055556],-2.0,0.0
988,[0.03111111],[-0.00425556],[-0.0515],[-0.019],[0.58555556],[1.82777778],[1.84555556],-11.0,0.0
989,[1.24934211],[0.03985526],[0.06866118],[0.00556908],[-1.09276316],[2.34111842],[-0.06842105],6.0,1.0
990,[-1.37333333],[-0.03222222],[-0.00122222],[0.02584444],[0.08111111],[-2.57777778],[-2.28111111],-13.0,0.0
991,[-1.86928571],[-0.04219286],[-0.05109762],[0.06914762],[-0.52833333],[0.11452381],[-1.44833333],-9.0,0.0
992,[0.33519737],[0.00202961],[-0.02241447],[-0.063],[-0.56710526],[-0.09078947],[0.47532895],-5.0,0.0
993,[-1.34640523],[-0.01047386],[0.04710784],[0.03694118],[-0.45457516],[-1.12581699],[-0.8624183],-5.0,0.0
994,[2.42631579],[0.05106667],[-0.02627719],[0.11024912],[1.71087719],[2.72561404],[2.54280702],3.0,1.0
995,[-0.17982456],[0.00791667],[-0.04501096],[0.02973026],[1.22828947],[2.56622807],[1.75614035],4.0,1.0
996,[-0.79017094],[-0.07316667],[1.70940171e-05],[-0.09980769],[0.94401709],[-0.01581197],[-0.90555556],7.0,1.0
997,[1.28666667],[0.03902083],[0.07673333],[0.05774167],[-0.72541667],[1.22958333],[-2.54291667],16.0,1.0
998,[0.02631579],[-0.00378947],[-0.08284211],[0.09115789],[0.22105263],[2.20526316],[0.83157895],12.0,1.0
999,[0.72777778],[0.04116667],[0.09],[-0.04144444],[-0.55555556],[1.65555556],[1.25],7.0,1.0
1000,[0.49291667],[-0.00952917],[-0.00164167],[0.02455833],[0.5625],[-2.22],[-1.55458333],-6.0,0.0
1001,[1.1525],[0.03341667],[0.06552083],[0.04620417],[-0.04083333],[1.12708333],[0.75333333],-1.0,0.0
1002,[-1.97894737],[-0.03721053],[0.09010526],[-0.05084211],[-0.80526316],[-1.22631579],[2.19473684],-20.0,0.0
1003,[-2.20661765],[-0.05045588],[0.01563603],[-0.09081985],[-1.04191176],[-1.75845588],[-1.95294118],-14.0,0.0
1004,[2.3917004],[0.0085],[-0.06124899],[0.0525081],[3.22267206],[2.65202429],[2.48947368],3.0,1.0
1005,[-1.45555556],[-0.03197917],[0.08605556],[-0.063125],[-1.81319444],[-1.03263889],[-2.46180556],-9.0,0.0
1006,[-1.23157895],[-0.03894737],[0.04242105],[-0.00194737],[-1.53684211],[0.43157895],[0.37368421],-31.0,0.0
1007,[-0.87619048],[-0.0037619],[0.06419048],[0.01195238],[-1.21904762],[0.01428571],[0.11428571],23.0,1.0
1008,[-2.65350877],[-0.0611886],[0.01356798],[0.01099342],[0.51776316],[-0.23903509],[-0.36491228],-11.0,0.0
1009,[-1.82904412],[-0.04559191],[-0.00043382],[0.04056618],[0.38014706],[-2.16470588],[-1.90477941],-6.0,0.0
1010,[-0.94666667],[-0.00886667],[0.0136],[-0.00266667],[0.44666667],[0.65333333],[1.42666667],-19.0,0.0
1011,[-2.36561404],[-0.04617544],[-0.09594386],[-0.02586667],[-0.15122807],[-1.05754386],[0.85508772],23.0,1.0
1012,[0.37894737],[0.00577544],[0.07027719],[-0.05293333],[-0.36877193],[-1.26245614],[0.07824561],13.0,1.0
1013,[2.33187135],[0.02038889],[-0.10832164],[0.10664912],[1.8119883],[2.56783626],[1.16725146],-6.0,0.0
1014,[-2.49666667],[-0.04228333],[0.02470833],[-0.030375],[0.22583333],[2.275],[1.57333333],-11.0,0.0
1015,[0.23003096],[0.00347678],[0.0316904],[-0.07609907],[0.40340557],[-1.4247678],[-1.53962848],3.0,1.0
1016,[2.42745098],[0.04926144],[-0.07993464],[0.01877124],[1.00163399],[3.20915033],[3.48071895],9.0,1.0
1017,[-0.48263889],[-0.03511806],[-0.04754167],[0.003625],[0.83472222],[-1.03888889],[-1.04236111],7.0,1.0
1018,[4.14166667],[0.06638333],[0.01578333],[-0.02623333],[1.58833333],[1.26833333],[-1.37166667],-7.0,0.0
1019,[-1.59309211],[-0.0371875],[0.14767763],[-0.03010526],[-1.19078947],[-1.68289474],[-0.93322368],-15.0,0.0
1020,[2.07218045],[0.05919549],[0.04115288],[0.03379449],[-0.10350877],[0.90100251],[-0.22982456],-8.0,0.0
1021,[-1.34603175],[-0.05057143],[0.03819841],[-0.066],[-1.2468254],[-0.86507937],[-2.62460317],12.0,1.0
1022,[-1.1525],[-0.03341667],[-0.06552083],[-0.04620417],[0.04083333],[-1.12708333],[-0.75333333],-7.0,0.0
1023,[-1.77605263],[-0.02020789],[0.08016053],[0.0521],[-1.43710526],[-0.21078947],[0.51657895],14.0,1.0
1024,[3.01041667],[0.07314583],[-0.02866667],[0.00775],[-0.475],[0.59166667],[1.31458333],13.0,1.0
1025,[-2.3917004],[-0.0085],[0.06124899],[-0.0525081],[-3.22267206],[-2.65202429],[-2.48947368],-16.0,0.0
1026,[0.16555556],[-0.05574444],[-0.12271111],[-0.04273333],[0.30111111],[0.79555556],[-2.62222222],5.0,1.0
1027,[0.12573099],[0.02316082],[0.06264035],[-0.02236842],[-0.87748538],[0.68625731],[0.09269006],-4.0,0.0
1028,[1.33529412],[0.00684191],[-0.03194118],[-0.01681618],[1.50110294],[0.60845588],[0.97977941],-13.0,0.0
1029,[0.22807018],[0.00850292],[0.02052047],[-0.08326901],[-0.30672515],[0.55497076],[-1.03538012],-21.0,0.0
1030,[-2.09916667],[-0.04228333],[-0.05192083],[-0.04887083],[0.4875],[-0.47375],[0.67333333],-7.0,0.0
1031,[-0.46984127],[-0.04680952],[-0.02599206],[-0.07795238],[-0.02777778],[-0.87936508],[-2.73888889],-1.0,0.0
1032,[2.36561404],[0.04617544],[0.09594386],[0.02586667],[0.15122807],[1.05754386],[-0.85508772],7.0,1.0
1033,[-1.75950226],[0.00379412],[0.12286199],[-0.00607466],[-2.9678733],[-1.63778281],[-3.55294118],-22.0,0.0
1034,[2.31414474],[0.03924013],[-0.11251974],[-0.01215789],[0.23815789],[1.13552632],[-1.71940789],15.0,1.0
1035,[-2.2273183],[-0.06090476],[0.05819549],[-0.06410526],[-2.06817043],[-1.43408521],[-2.3085213],8.0,1.0
1036,[0.94666667],[0.00886667],[-0.0136],[0.00266667],[-0.44666667],[-0.65333333],[-1.42666667],-15.0,0.0
1037,[-0.51375],[-0.0308625],[0.00395833],[0.022625],[0.24916667],[-2.86666667],[-2.88791667],11.0,1.0
1038,[1.77605263],[0.02020789],[-0.08016053],[-0.0521],[1.43710526],[0.21078947],[-0.51657895],-1.0,0.0
1039,[-2.83157895],[-0.05305263],[0.03884211],[-0.14847368],[-1.56315789],[-3.66842105],[-3.45263158],1.0,1.0
1040,[-1.12361111],[-0.01669444],[-0.00602083],[-0.0279375],[0.21527778],[-1.65486111],[0.16111111],-1.0,0.0
1041,[0.89529412],[-0.01960392],[-0.02154118],[-0.07700784],[0.45568627],[0.47137255],[-1.87647059],13.0,1.0
1042,[-1.18333333],[-0.02252778],[0.01793056],[-0.05548611],[-0.61527778],[3.55277778],[1.09444444],-13.0,0.0
1043,[-0.74239766],[0.00250585],[0.08563743],[0.02503509],[0.57748538],[-2.13625731],[-0.20935673],7.0,1.0
1044,[-2.27238095],[-0.02419048],[0.03531429],[-0.04291429],[-1.06],[-1.38285714],[2.82],-9.0,0.0
1045,[-1.60233918],[-0.01238596],[-0.01516082],[0.04415789],[0.13128655],[-0.02163743],[2.96871345],-47.0,0.0
1046,[-0.10745098],[-0.00817255],[0.06755686],[-0.04194902],[-1.52941176],[-1.28470588],[-2.62627451],6.0,1.0
1047,[-0.58555556],[0.02141111],[0.09677778],[-0.01633333],[0.28555556],[0.37777778],[1.72888889],-29.0,0.0
1048,[-0.37894737],[-0.00577544],[-0.07027719],[0.05293333],[0.36877193],[1.26245614],[-0.07824561],-3.0,0.0
1049,[1.25789474],[0.03515789],[-0.12526316],[0.09310526],[1.75789474],[1.77368421],[0.45789474],-10.0,0.0
1050,[-0.63422619],[-0.02371726],[-0.08948214],[-0.034],[-0.87738095],[0.24880952],[-1.37529762],9.0,1.0
1051,[0.45375],[0.01839583],[-0.01195833],[-0.02189167],[-1.00916667],[1.56666667],[0.12791667],-1.0,0.0
1052,[1.77605263],[0.02020789],[-0.08016053],[-0.0521],[1.43710526],[0.21078947],[-0.51657895],-27.0,0.0
1053,[4.24298246],[0.08408333],[-0.03625219],[0.12069079],[1.87171053],[0.67061404],[1.32280702],18.0,1.0
1054,[-0.67649573],[0.03755556],[0.10120513],[0.05680769],[-1.71068376],[-1.53418803],[-1.43888889],-12.0,0.0
1055,[0.00723684],[0.00969737],[0.08481908],[-0.01122039],[-0.26644737],[-0.89572368],[-2.56315789],2.0,1.0
1056,[-1.47017544],[-0.03866082],[-0.00436257],[0.06647953],[1.13304094],[-3.79181287],[-1.45935673],-25.0,0.0
1057,[-3.62350877],[-0.08133333],[0.0293193],[-0.11897193],[-1.90912281],[-2.83122807],[0.39719298],-18.0,0.0
1058,[0.46984127],[0.04680952],[0.02599206],[0.07795238],[0.02777778],[0.87936508],[2.73888889],-39.0,0.0
1059,[-1.08300654],[-0.03376144],[0.02165686],[-0.06288235],[-1.25718954],[-0.10359477],[-2.11405229],-15.0,0.0
1060,[-0.50694444],[-0.04236111],[-0.15429861],[-0.03060417],[0.51527778],[-0.20486111],[0.27777778],-5.0,0.0
1061,[-2.11125],[-0.0222375],[0.102575],[0.1151],[-0.87],[-0.12],[0.04125],-18.0,0.0
1062,[0.15684211],[0.01890526],[0.01114035],[-0.04136842],[-0.29192982],[2.51403509],[1.93824561],-20.0,0.0
1063,[-1.18137255],[-0.02755392],[0.02910049],[-0.04831618],[0.09485294],[1.57303922],[0.59019608],7.0,1.0
1064,[-0.10952381],[0.01859226],[0.04785714],[0.002875],[-0.56636905],[-0.16755952],[0.16279762],-1.0,0.0
1065,[2.83157895],[0.05305263],[-0.03884211],[0.14847368],[1.56315789],[3.66842105],[3.45263158],6.0,1.0
1066,[2.61789474],[0.0179193],[-0.06049474],[-0.04122456],[0.63649123],[0.91719298],[-3.36315789],-4.0,0.0
1067,[-0.70538462],[0.02083333],[0.04170513],[0.03854103],[-1.88512821],[-1.00641026],[-2.35333333],3.0,1.0
1068,[-0.49291667],[0.00952917],[0.00164167],[-0.02455833],[-0.5625],[2.22],[1.55458333],-4.0,0.0
1069,[0.33519737],[0.00202961],[-0.02241447],[-0.063],[-0.56710526],[-0.09078947],[0.47532895],-1.0,0.0
1070,[1.00666667],[0.02133333],[-0.0056],[0.00193333],[0.31333333],[0.64666667],[1.33333333],2.0,1.0
1071,[-1.82904412],[-0.04559191],[-0.00043382],[0.04056618],[0.38014706],[-2.16470588],[-1.90477941],-29.0,0.0
1072,[-2.74222222],[-0.071],[0.00932222],[-0.12086667],[-1.08777778],[-2.26222222],[0.08111111],4.0,1.0
1073,[-1.05411765],[-0.01703922],[0.08115686],[-0.04461569],[-1.0827451],[-0.63137255],[-1.19960784],-12.0,0.0
1074,[-0.4997076],[-0.03266374],[-0.06947953],[-0.04182456],[0.24883041],[-1.1005848],[-2.28538012],-31.0,0.0
1075,[0.33519737],[0.00202961],[-0.02241447],[-0.063],[-0.56710526],[-0.09078947],[0.47532895],-6.0,0.0
1076,[-1.82904412],[-0.04559191],[-0.00043382],[0.04056618],[0.38014706],[-2.16470588],[-1.90477941],-14.0,0.0
1077,[-2.74222222],[-0.071],[0.00932222],[-0.12086667],[-1.08777778],[-2.26222222],[0.08111111],14.0,1.0
1078,[1.00666667],[0.02133333],[-0.0056],[0.00193333],[0.31333333],[0.64666667],[1.33333333],-8.0,0.0
1079,[-1.05411765],[-0.01703922],[0.08115686],[-0.04461569],[-1.0827451],[-0.63137255],[-1.19960784],-29.0,0.0
1080,[-0.4997076],[-0.03266374],[-0.06947953],[-0.04182456],[0.24883041],[-1.1005848],[-2.28538012],-4.0,0.0
1081,[-0.33519737],[-0.00202961],[0.02241447],[0.063],[0.56710526],[0.09078947],[-0.47532895],5.0,1.0
1082,[1.82904412],[0.04559191],[0.00043382],[-0.04056618],[-0.38014706],[2.16470588],[1.90477941],-11.0,0.0
1083,[2.74222222],[0.071],[-0.00932222],[0.12086667],[1.08777778],[2.26222222],[-0.08111111],17.0,1.0
1084,[0.4997076],[0.03266374],[0.06947953],[0.04182456],[-0.24883041],[1.1005848],[2.28538012],-2.0,0.0
1085,[-1.00666667],[-0.02133333],[0.0056],[-0.00193333],[-0.31333333],[-0.64666667],[-1.33333333],5.0,1.0
1086,[1.82904412],[0.04559191],[0.00043382],[-0.04056618],[-0.38014706],[2.16470588],[1.90477941],-2.0,0.0
1087,[1.05411765],[0.01703922],[-0.08115686],[0.04461569],[1.0827451],[0.63137255],[1.19960784],6.0,1.0
1088,[2.74222222],[0.071],[-0.00932222],[0.12086667],[1.08777778],[2.26222222],[-0.08111111],9.0,1.0
1089,[-0.33519737],[-0.00202961],[0.02241447],[0.063],[0.56710526],[0.09078947],[-0.47532895],4.0,1.0
1090,[0.4997076],[0.03266374],[0.06947953],[0.04182456],[-0.24883041],[1.1005848],[2.28538012],4.0,1.0
1091,[-1.00666667],[-0.02133333],[0.0056],[-0.00193333],[-0.31333333],[-0.64666667],[-1.33333333],-7.0,0.0
1092,[1.05411765],[0.01703922],[-0.08115686],[0.04461569],[1.0827451],[0.63137255],[1.19960784],25.0,1.0
1093,[-0.4997076],[-0.03266374],[-0.06947953],[-0.04182456],[0.24883041],[-1.1005848],[-2.28538012],-6.0,0.0
1094,[1.00666667],[0.02133333],[-0.0056],[0.00193333],[0.31333333],[0.64666667],[1.33333333],4.0,1.0
1095,[-1.82904412],[-0.04559191],[-0.00043382],[0.04056618],[0.38014706],[-2.16470588],[-1.90477941],-13.0,0.0
1096,[-2.74222222],[-0.071],[0.00932222],[-0.12086667],[-1.08777778],[-2.26222222],[0.08111111],-11.0,0.0
1097,[1.82904412],[0.04559191],[0.00043382],[-0.04056618],[-0.38014706],[2.16470588],[1.90477941],7.0,1.0
1098,[2.74222222],[0.071],[-0.00932222],[0.12086667],[1.08777778],[2.26222222],[-0.08111111],22.0,1.0
1099,[-1.00666667],[-0.02133333],[0.0056],[-0.00193333],[-0.31333333],[-0.64666667],[-1.33333333],5.0,1.0
1100,[1.00666667],[0.02133333],[-0.0056],[0.00193333],[0.31333333],[0.64666667],[1.33333333],13.0,1.0
1101,[-1.09930556],[-0.00945139],[0.10073611],[0.00629167],[0.53472222],[-2.48888889],[-1.15902778],27.0,1.0
1102,[-0.10745098],[-0.00817255],[0.06755686],[-0.04194902],[-1.52941176],[-1.28470588],[-2.62627451],-12.0,0.0
1103,[-1.09930556],[-0.00945139],[0.10073611],[0.00629167],[0.53472222],[-2.48888889],[-1.15902778],-25.0,0.0
1104,[-0.10745098],[-0.00817255],[0.06755686],[-0.04194902],[-1.52941176],[-1.28470588],[-2.62627451],-11.0,0.0
1105,[1.09930556],[0.00945139],[-0.10073611],[-0.00629167],[-0.53472222],[2.48888889],[1.15902778],11.0,1.0
1106,[0.10745098],[0.00817255],[-0.06755686],[0.04194902],[1.52941176],[1.28470588],[2.62627451],11.0,1.0
1107,[1.09930556],[0.00945139],[-0.10073611],[-0.00629167],[-0.53472222],[2.48888889],[1.15902778],-21.0,0.0
1108,[0.10745098],[0.00817255],[-0.06755686],[0.04194902],[1.52941176],[1.28470588],[2.62627451],26.0,1.0
1109,[-1.09930556],[-0.00945139],[0.10073611],[0.00629167],[0.53472222],[-2.48888889],[-1.15902778],-3.0,0.0
1110,[1.09930556],[0.00945139],[-0.10073611],[-0.00629167],[-0.53472222],[2.48888889],[1.15902778],39.0,1.0
1111,[-0.60036765],[0.00135662],[0.06919853],[-0.06650735],[-2.09191176],[0.93529412],[-1.07169118],-2.0,0.0
1112,[-0.60036765],[0.00135662],[0.06919853],[-0.06650735],[-2.09191176],[0.93529412],[-1.07169118],-36.0,0.0
1113,[-2.36561404],[-0.04617544],[-0.09594386],[-0.02586667],[-0.15122807],[-1.05754386],[0.85508772],13.0,1.0
1114,[-2.36561404],[-0.04617544],[-0.09594386],[-0.02586667],[-0.15122807],[-1.05754386],[0.85508772],44.0,1.0
1115,[0.60036765],[-0.00135662],[-0.06919853],[0.06650735],[2.09191176],[-0.93529412],[1.07169118],12.0,1.0
1116,[2.36561404],[0.04617544],[0.09594386],[0.02586667],[0.15122807],[1.05754386],[-0.85508772],3.0,1.0
1117,[0.60036765],[-0.00135662],[-0.06919853],[0.06650735],[2.09191176],[-0.93529412],[1.07169118],14.0,1.0
1118,[2.36561404],[0.04617544],[0.09594386],[0.02586667],[0.15122807],[1.05754386],[-0.85508772],-13.0,0.0
1119,[-2.36561404],[-0.04617544],[-0.09594386],[-0.02586667],[-0.15122807],[-1.05754386],[0.85508772],33.0,1.0
1120,[-2.17306502],[-0.04454799],[0.017613],[-0.01088235],[-1.0873065],[-0.44891641],[-3.68452012],-22.0,0.0
1121,[-2.17306502],[-0.04454799],[0.017613],[-0.01088235],[-1.0873065],[-0.44891641],[-3.68452012],-19.0,0.0
1122,[2.17306502],[0.04454799],[-0.017613],[0.01088235],[1.0873065],[0.44891641],[3.68452012],5.0,1.0
1123,[2.17306502],[0.04454799],[-0.017613],[0.01088235],[1.0873065],[0.44891641],[3.68452012],-21.0,0.0
0,[-1.31],[-0.06275909],[0.07822273],[-0.07416364],[0.69454545],[0.08590909],[-0.01090909],-3.0,0.0
