,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
12147,21600747,2017-02-03,IND @ BKN,1610612751,t,L,9.0,41.0,0.18,240,32.0,86.0,0.37200000000000005,11.0,28.0,0.39299999999999996,22.0,23.0,1.0,9.0,35.0,44,20.0,7.0,4.0,19.0,22.0,97,1610612754,2016,Regular Season,2016-17
12150,21600710,2017-01-28,MIN vs. BKN,1610612751,f,L,9.0,38.0,0.191,240,41.0,85.0,0.48200000000000004,7.0,21.0,0.33299999999999996,20.0,25.0,1.0,5.0,35.0,40,20.0,6.0,6.0,14.0,18.0,109,1610612750,2016,Regular Season,2016-17
12151,21600666,2017-01-23,SAS @ BKN,1610612751,t,L,9.0,35.0,0.205,240,32.0,81.0,0.395,5.0,25.0,0.2,17.0,18.0,1.0,5.0,33.0,38,14.0,2.0,5.0,16.0,18.0,86,1610612759,2016,Regular Season,2016-17
12152,21600420,2016-12-20,TOR vs. BKN,1610612751,f,L,7.0,20.0,0.259,240,36.0,91.0,0.396,10.0,35.0,0.28600000000000003,22.0,28.0,1.0,14.0,38.0,52,20.0,9.0,5.0,16.0,23.0,104,1610612761,2016,Regular Season,2016-17
12153,21600408,2016-12-18,PHI vs. BKN,1610612751,f,L,7.0,19.0,0.26899999999999996,240,36.0,81.0,0.444,12.0,34.0,0.353,23.0,31.0,1.0,7.0,36.0,43,26.0,8.0,5.0,16.0,20.0,107,1610612755,2016,Regular Season,2016-17
12164,21600261,2016-11-29,LAC @ BKN,1610612751,t,W,5.0,12.0,0.294,290,45.0,104.0,0.433,13.0,38.0,0.342,24.0,36.0,1.0,8.0,46.0,54,22.0,9.0,3.0,13.0,23.0,127,1610612746,2016,Regular Season,2016-17
12165,21600234,2016-11-25,IND vs. BKN,1610612751,f,L,4.0,11.0,0.267,240,36.0,79.0,0.456,11.0,34.0,0.324,14.0,23.0,1.0,9.0,29.0,38,24.0,8.0,4.0,19.0,17.0,97,1610612754,2016,Regular Season,2016-17
12166,21600217,2016-11-23,BOS @ BKN,1610612751,t,L,4.0,10.0,0.28600000000000003,240,34.0,86.0,0.395,10.0,31.0,0.32299999999999995,14.0,22.0,1.0,9.0,36.0,45,18.0,7.0,7.0,19.0,12.0,92,1610612738,2016,Regular Season,2016-17
12167,21600194,2016-11-20,POR @ BKN,1610612751,t,L,4.0,9.0,0.308,240,37.0,93.0,0.39799999999999996,10.0,35.0,0.28600000000000003,25.0,31.0,1.0,11.0,25.0,36,22.0,5.0,3.0,9.0,20.0,109,1610612757,2016,Regular Season,2016-17
12168,21600157,2016-11-15,LAL vs. BKN,1610612751,f,L,4.0,7.0,0.364,240,45.0,99.0,0.455,12.0,41.0,0.293,16.0,20.0,1.0,9.0,38.0,47,23.0,8.0,6.0,14.0,27.0,118,1610612747,2016,Regular Season,2016-17
12169,21600019,,IND @ BKN,1610612751,t,W,1.0,1.0,0.5,240,38.0,87.0,0.43700000000000006,10.0,33.0,0.303,17.0,20.0,1.0,12.0,40.0,52,20.0,6.0,4.0,16.0,23.0,103,1610612754,2016,Regular Season,2016-17
12170,11600031,,NYK vs. BKN,1610612751,f,L,1.0,1.0,0.5,240,29.0,75.0,0.387,9.0,33.0,0.273,31.0,42.0,1.0,12.0,30.0,42,13.0,8.0,0.0,18.0,24.0,98,1610612752,2016,Pre Season,2016-17
12171,21601220,2017-04-12,PHI @ NYK,1610612752,t,W,31.0,51.0,0.37799999999999995,240,41.0,83.0,0.494,9.0,22.0,0.409,23.0,32.0,1.0,17.0,26.0,43,17.0,5.0,7.0,19.0,18.0,114,1610612755,2016,Regular Season,2016-17
12172,21601196,2017-04-09,TOR @ NYK,1610612752,t,L,30.0,51.0,0.37,240,37.0,82.0,0.451,9.0,28.0,0.321,14.0,15.0,1.0,6.0,30.0,36,27.0,6.0,1.0,11.0,18.0,97,1610612761,2016,Regular Season,2016-17
12173,21601176,2017-04-06,WAS @ NYK,1610612752,t,L,30.0,49.0,0.38,240,40.0,95.0,0.42100000000000004,7.0,20.0,0.35,16.0,21.0,1.0,20.0,29.0,49,20.0,9.0,2.0,11.0,19.0,103,1610612764,2016,Regular Season,2016-17
12174,21601115,2017-03-29,MIA @ NYK,1610612752,t,L,28.0,47.0,0.373,240,33.0,89.0,0.371,5.0,25.0,0.2,17.0,21.0,1.0,17.0,35.0,52,19.0,2.0,6.0,14.0,16.0,88,1610612748,2016,Regular Season,2016-17
12176,21600817,2017-02-12,SAS @ NYK,1610612752,t,W,23.0,33.0,0.41100000000000003,240,34.0,68.0,0.5,9.0,14.0,0.643,17.0,21.0,1.0,5.0,39.0,44,18.0,5.0,8.0,19.0,19.0,94,1610612759,2016,Regular Season,2016-17
12177,21600548,2017-01-06,MIL vs. NYK,1610612752,f,W,17.0,19.0,0.47200000000000003,240,41.0,83.0,0.494,13.0,23.0,0.565,21.0,27.0,1.0,11.0,29.0,40,29.0,5.0,6.0,14.0,21.0,116,1610612749,2016,Regular Season,2016-17
12178,21600531,2017-01-04,MIL @ NYK,1610612752,t,L,16.0,19.0,0.457,240,42.0,94.0,0.447,13.0,28.0,0.46399999999999997,7.0,12.0,1.0,15.0,31.0,46,26.0,9.0,3.0,13.0,19.0,104,1610612749,2016,Regular Season,2016-17
12179,21600478,2016-12-28,ATL vs. NYK,1610612752,f,L,16.0,15.0,0.516,265,35.0,93.0,0.376,7.0,27.0,0.259,21.0,26.0,1.0,14.0,41.0,55,20.0,8.0,7.0,17.0,23.0,98,1610612737,2016,Regular Season,2016-17
12181,21600421,2016-12-20,IND @ NYK,1610612752,t,W,15.0,13.0,0.536,240,44.0,88.0,0.5,13.0,23.0,0.565,17.0,21.0,1.0,4.0,41.0,45,24.0,6.0,8.0,14.0,18.0,118,1610612754,2016,Regular Season,2016-17
12182,21600271,2016-11-30,MIN vs. NYK,1610612752,f,W,9.0,9.0,0.5,240,41.0,91.0,0.451,13.0,32.0,0.406,11.0,15.0,1.0,12.0,27.0,39,24.0,8.0,3.0,13.0,26.0,106,1610612750,2016,Regular Season,2016-17
12185,21600241,2016-11-26,CHA vs. NYK,1610612752,f,L,8.0,8.0,0.5,240,37.0,99.0,0.374,12.0,32.0,0.375,16.0,20.0,1.0,11.0,36.0,47,26.0,9.0,6.0,8.0,27.0,102,1610612766,2016,Regular Season,2016-17
12186,21600208,2016-11-22,POR @ NYK,1610612752,t,W,7.0,7.0,0.5,240,45.0,96.0,0.469,9.0,29.0,0.31,8.0,8.0,1.0,10.0,33.0,43,26.0,8.0,5.0,13.0,23.0,107,1610612757,2016,Regular Season,2016-17
12187,21600193,2016-11-20,ATL @ NYK,1610612752,t,W,6.0,7.0,0.462,240,42.0,88.0,0.47700000000000004,10.0,27.0,0.37,10.0,14.0,1.0,11.0,39.0,50,21.0,8.0,1.0,15.0,23.0,104,1610612737,2016,Regular Season,2016-17
12188,21600162,2016-11-16,DET @ NYK,1610612752,t,W,5.0,6.0,0.455,240,42.0,93.0,0.452,9.0,25.0,0.36,12.0,19.0,1.0,19.0,33.0,52,24.0,8.0,9.0,9.0,11.0,105,1610612765,2016,Regular Season,2016-17
12189,21600073,2016-11-04,CHI vs. NYK,1610612752,f,W,2.0,3.0,0.4,240,46.0,89.0,0.517,9.0,21.0,0.429,16.0,21.0,1.0,11.0,29.0,40,32.0,7.0,2.0,5.0,23.0,117,1610612741,2016,Regular Season,2016-17
12190,21600028,,MEM @ NYK,1610612752,t,W,1.0,1.0,0.5,240,40.0,76.0,0.526,6.0,21.0,0.28600000000000003,25.0,39.0,1.0,6.0,35.0,41,24.0,4.0,4.0,12.0,25.0,111,1610612763,2016,Regular Season,2016-17
12191,21600001,,CLE vs. NYK,1610612752,f,L,0.0,1.0,0.0,240,32.0,87.0,0.368,9.0,27.0,0.33299999999999996,15.0,20.0,1.0,13.0,29.0,42,17.0,6.0,6.0,18.0,22.0,88,1610612739,2016,Regular Season,2016-17
12196,11600039,,WAS @ NYK,1610612752,t,W,2.0,1.0,0.667,240,34.0,83.0,0.41,13.0,30.0,0.433,9.0,11.0,1.0,13.0,28.0,41,20.0,11.0,4.0,20.0,20.0,90,1610612764,2016,Pre Season,2016-17
12197,11600031,,BKN @ NYK,1610612752,t,W,1.0,1.0,0.5,240,45.0,84.0,0.536,12.0,27.0,0.444,14.0,23.0,1.0,9.0,30.0,39,26.0,12.0,3.0,15.0,30.0,116,1610612751,2016,Pre Season,2016-17
12198,21601230,2017-04-12,NOP @ POR,1610612757,t,L,41.0,41.0,0.5,240,41.0,85.0,0.48200000000000004,13.0,30.0,0.433,5.0,13.0,0.0,14.0,39.0,53,22.0,4.0,2.0,23.0,18.0,100,1610612740,2016,Regular Season,2016-17
12199,21601178,2017-04-06,MIN @ POR,1610612757,t,W,39.0,40.0,0.494,240,35.0,81.0,0.43200000000000005,14.0,33.0,0.424,21.0,26.0,1.0,4.0,37.0,41,19.0,8.0,4.0,12.0,20.0,105,1610612750,2016,Regular Season,2016-17
12200,21601029,2017-03-18,ATL vs. POR,1610612757,f,W,31.0,37.0,0.456,240,44.0,87.0,0.506,8.0,18.0,0.444,17.0,19.0,1.0,13.0,41.0,54,23.0,9.0,9.0,20.0,22.0,113,1610612737,2016,Regular Season,2016-17
12201,21600890,2017-02-28,DET vs. POR,1610612757,f,L,24.0,35.0,0.40700000000000003,265,44.0,84.0,0.524,10.0,25.0,0.4,15.0,22.0,1.0,8.0,42.0,50,25.0,5.0,5.0,24.0,25.0,113,1610612765,2016,Regular Season,2016-17
12202,21600843,2017-02-15,UTA vs. POR,1610612757,f,L,23.0,33.0,0.41100000000000003,240,32.0,79.0,0.405,9.0,22.0,0.409,15.0,20.0,1.0,9.0,32.0,41,14.0,9.0,3.0,16.0,21.0,88,1610612762,2016,Regular Season,2016-17
12203,21600798,2017-02-09,BOS @ POR,1610612757,t,L,23.0,31.0,0.426,240,39.0,77.0,0.506,9.0,26.0,0.34600000000000003,24.0,31.0,1.0,10.0,31.0,41,23.0,4.0,6.0,15.0,23.0,111,1610612738,2016,Regular Season,2016-17
12204,21600781,2017-02-07,DAL vs. POR,1610612757,f,W,23.0,30.0,0.434,240,42.0,86.0,0.488,11.0,28.0,0.39299999999999996,19.0,24.0,1.0,18.0,37.0,55,17.0,6.0,2.0,15.0,26.0,114,1610612742,2016,Regular Season,2016-17
12205,21600598,2017-01-13,ORL @ POR,1610612757,t,L,18.0,24.0,0.429,240,39.0,97.0,0.402,10.0,34.0,0.294,21.0,25.0,1.0,12.0,31.0,43,19.0,6.0,9.0,9.0,20.0,109,1610612753,2016,Regular Season,2016-17
12206,21600405,2016-12-17,GSW vs. POR,1610612757,f,L,13.0,16.0,0.44799999999999995,240,34.0,86.0,0.395,8.0,28.0,0.28600000000000003,14.0,20.0,1.0,7.0,24.0,31,16.0,7.0,4.0,11.0,19.0,90,1610612744,2016,Regular Season,2016-17
12208,21600308,2016-12-05,CHI vs. POR,1610612757,f,W,12.0,10.0,0.545,240,45.0,93.0,0.484,9.0,24.0,0.375,13.0,18.0,1.0,10.0,28.0,38,25.0,9.0,8.0,9.0,27.0,112,1610612741,2016,Regular Season,2016-17
12211,31600001,2017-02-19,WST vs. EST,1610616833,f,L,0.0,1.0,0.0,240,78.0,137.0,0.569,22.0,59.0,0.373,4.0,4.0,1.0,10.0,40.0,50,43.0,17.0,1.0,19.0,5.0,182,1610616834,2016,All Star,2016-17
12212,21601132,2017-03-31,NOP vs. SAC,1610612758,f,L,29.0,47.0,0.382,240,35.0,90.0,0.389,6.0,20.0,0.3,13.0,17.0,1.0,14.0,38.0,52,18.0,7.0,6.0,20.0,17.0,89,1610612740,2016,Regular Season,2016-17
12218,21601042,2017-03-19,SAS vs. SAC,1610612758,f,L,27.0,43.0,0.386,240,41.0,83.0,0.494,7.0,10.0,0.7,13.0,17.0,1.0,9.0,31.0,40,29.0,4.0,4.0,11.0,20.0,102,1610612759,2016,Regular Season,2016-17
12220,21601028,2017-03-18,OKC vs. SAC,1610612758,f,L,27.0,42.0,0.391,240,35.0,85.0,0.41200000000000003,5.0,21.0,0.23800000000000002,19.0,23.0,1.0,9.0,26.0,35,16.0,9.0,2.0,12.0,22.0,94,1610612760,2016,Regular Season,2016-17
12221,21601012,2017-03-15,PHX vs. SAC,1610612758,f,W,27.0,41.0,0.397,240,38.0,79.0,0.48100000000000004,6.0,14.0,0.429,25.0,34.0,1.0,8.0,40.0,48,22.0,8.0,11.0,18.0,18.0,107,1610612756,2016,Regular Season,2016-17
12222,21600635,2017-01-18,IND @ SAC,1610612758,t,L,16.0,25.0,0.39,240,35.0,72.0,0.486,9.0,21.0,0.429,21.0,27.0,1.0,10.0,26.0,36,28.0,9.0,5.0,21.0,22.0,100,1610612754,2016,Regular Season,2016-17
12223,21600599,2017-01-13,CLE @ SAC,1610612758,t,L,16.0,23.0,0.41,240,42.0,80.0,0.525,9.0,25.0,0.36,15.0,19.0,1.0,11.0,31.0,42,23.0,7.0,5.0,21.0,22.0,108,1610612739,2016,Regular Season,2016-17
12224,21600566,2017-01-08,GSW @ SAC,1610612758,t,L,15.0,22.0,0.405,240,36.0,74.0,0.486,11.0,28.0,0.39299999999999996,23.0,29.0,1.0,1.0,30.0,31,21.0,13.0,5.0,18.0,17.0,106,1610612744,2016,Regular Season,2016-17
12225,21600471,2016-12-26,PHI @ SAC,1610612758,t,W,14.0,17.0,0.452,240,39.0,87.0,0.44799999999999995,7.0,25.0,0.28,17.0,21.0,1.0,13.0,29.0,42,24.0,11.0,4.0,19.0,19.0,102,1610612755,2016,Regular Season,2016-17
12226,21600450,2016-12-23,MIN vs. SAC,1610612758,f,W,13.0,17.0,0.433,240,42.0,80.0,0.525,15.0,29.0,0.517,10.0,14.0,1.0,6.0,28.0,34,27.0,7.0,3.0,11.0,23.0,109,1610612750,2016,Regular Season,2016-17
12227,21600394,2016-12-16,MEM vs. SAC,1610612758,f,W,10.0,16.0,0.385,240,31.0,80.0,0.38799999999999996,7.0,24.0,0.292,27.0,37.0,1.0,13.0,32.0,45,18.0,5.0,6.0,11.0,25.0,96,1610612763,2016,Regular Season,2016-17
12228,21600380,2016-12-14,HOU vs. SAC,1610612758,f,L,9.0,16.0,0.36,240,39.0,92.0,0.424,11.0,32.0,0.344,9.0,11.0,1.0,12.0,28.0,40,27.0,8.0,7.0,15.0,16.0,98,1610612745,2016,Regular Season,2016-17
12229,21600354,2016-12-10,UTA vs. SAC,1610612758,f,L,8.0,15.0,0.348,240,34.0,90.0,0.37799999999999995,9.0,26.0,0.34600000000000003,7.0,13.0,1.0,12.0,22.0,34,17.0,10.0,4.0,10.0,14.0,84,1610612762,2016,Regular Season,2016-17
12230,21600239,2016-11-25,HOU @ SAC,1610612758,t,L,6.0,10.0,0.375,240,39.0,80.0,0.488,9.0,32.0,0.281,17.0,21.0,1.0,4.0,33.0,37,24.0,7.0,6.0,14.0,18.0,104,1610612745,2016,Regular Season,2016-17
12231,21600196,2016-11-20,TOR @ SAC,1610612758,t,W,5.0,9.0,0.35700000000000004,240,36.0,81.0,0.444,11.0,27.0,0.40700000000000003,19.0,25.0,1.0,4.0,33.0,37,26.0,8.0,8.0,13.0,18.0,102,1610612761,2016,Regular Season,2016-17
12232,21600065,2016-11-03,ORL vs. SAC,1610612758,f,L,2.0,4.0,0.33299999999999996,240,38.0,80.0,0.475,7.0,18.0,0.389,11.0,17.0,1.0,11.0,28.0,39,17.0,8.0,1.0,14.0,23.0,94,1610612753,2016,Regular Season,2016-17
12237,21600034,,MIN @ SAC,1610612758,t,W,2.0,1.0,0.667,240,39.0,85.0,0.45899999999999996,9.0,26.0,0.34600000000000003,19.0,25.0,1.0,11.0,20.0,31,24.0,6.0,5.0,13.0,24.0,106,1610612750,2016,Regular Season,2016-17
12238,11600026,,GSW vs. SAC,1610612758,f,L,0.0,2.0,0.0,240,35.0,83.0,0.42200000000000004,12.0,26.0,0.462,14.0,20.0,1.0,10.0,33.0,43,24.0,17.0,2.0,21.0,26.0,96,1610612744,2016,Pre Season,2016-17
12239,31600001,2017-02-19,EST @ WST,1610616834,t,W,1.0,0.0,1.0,240,84.0,143.0,0.5870000000000001,21.0,63.0,0.33299999999999996,3.0,4.0,1.0,15.0,46.0,61,60.0,16.0,1.0,17.0,11.0,192,1610616833,2016,All Star,2016-17
12240,21601220,2017-04-12,NYK vs. PHI,1610612755,f,L,28.0,54.0,0.341,240,46.0,93.0,0.495,7.0,23.0,0.304,14.0,20.0,1.0,16.0,22.0,38,21.0,10.0,4.0,12.0,25.0,113,1610612752,2016,Regular Season,2016-17
12241,21601154,2017-04-04,BKN @ PHI,1610612755,t,L,28.0,50.0,0.359,240,43.0,97.0,0.44299999999999995,12.0,38.0,0.316,20.0,27.0,1.0,14.0,22.0,36,32.0,7.0,4.0,11.0,22.0,118,1610612751,2016,Regular Season,2016-17
12242,21601077,2017-03-24,CHI vs. PHI,1610612755,f,W,27.0,45.0,0.375,240,46.0,83.0,0.5539999999999999,8.0,25.0,0.32,17.0,23.0,1.0,11.0,35.0,46,23.0,10.0,4.0,18.0,22.0,117,1610612741,2016,Regular Season,2016-17
12243,21601045,2017-03-20,ORL vs. PHI,1610612755,f,L,26.0,44.0,0.371,265,39.0,102.0,0.382,9.0,34.0,0.265,22.0,24.0,1.0,13.0,40.0,53,26.0,15.0,7.0,16.0,34.0,109,1610612753,2016,Regular Season,2016-17
12244,21601037,2017-03-19,BOS @ PHI,1610612755,t,W,26.0,43.0,0.377,240,41.0,88.0,0.466,12.0,33.0,0.364,11.0,15.0,1.0,8.0,35.0,43,29.0,9.0,7.0,15.0,23.0,105,1610612738,2016,Regular Season,2016-17
12245,21601003,2017-03-14,GSW vs. PHI,1610612755,f,L,24.0,43.0,0.358,240,39.0,89.0,0.43799999999999994,8.0,27.0,0.29600000000000004,18.0,27.0,1.0,13.0,39.0,52,28.0,10.0,10.0,21.0,26.0,104,1610612744,2016,Regular Season,2016-17
12246,21600856,2017-02-24,WAS @ PHI,1610612755,t,W,22.0,35.0,0.386,240,43.0,87.0,0.494,10.0,29.0,0.345,24.0,30.0,1.0,8.0,40.0,48,28.0,9.0,7.0,15.0,26.0,120,1610612764,2016,Regular Season,2016-17
12247,21600758,2017-02-04,MIA vs. PHI,1610612755,f,L,18.0,32.0,0.36,240,35.0,84.0,0.41700000000000004,6.0,23.0,0.261,26.0,31.0,1.0,6.0,27.0,33,20.0,10.0,1.0,15.0,21.0,102,1610612748,2016,Regular Season,2016-17
12248,21600675,2017-01-24,LAC @ PHI,1610612755,t,W,16.0,27.0,0.37200000000000005,240,45.0,90.0,0.5,10.0,29.0,0.345,21.0,22.0,1.0,6.0,32.0,38,35.0,8.0,7.0,5.0,27.0,121,1610612746,2016,Regular Season,2016-17
12249,21600653,2017-01-21,ATL vs. PHI,1610612755,f,L,15.0,27.0,0.35700000000000004,240,33.0,78.0,0.423,12.0,29.0,0.414,15.0,18.0,1.0,7.0,32.0,39,27.0,8.0,6.0,22.0,19.0,93,1610612737,2016,Regular Season,2016-17
12250,21600615,2017-01-16,MIL vs. PHI,1610612755,f,W,13.0,26.0,0.33299999999999996,240,35.0,78.0,0.449,14.0,37.0,0.37799999999999995,29.0,36.0,1.0,13.0,38.0,51,25.0,8.0,9.0,18.0,23.0,113,1610612749,2016,Regular Season,2016-17
12251,21600229,2016-11-25,CHI @ PHI,1610612755,t,L,4.0,12.0,0.25,240,31.0,78.0,0.397,9.0,22.0,0.409,18.0,22.0,1.0,8.0,40.0,48,18.0,7.0,8.0,19.0,21.0,89,1610612741,2016,Regular Season,2016-17
12252,21600199,2016-11-21,MIA @ PHI,1610612755,t,W,4.0,10.0,0.28600000000000003,240,37.0,78.0,0.474,11.0,26.0,0.423,16.0,20.0,1.0,7.0,33.0,40,21.0,8.0,5.0,14.0,25.0,101,1610612748,2016,Regular Season,2016-17
12257,21600149,2016-11-14,HOU vs. PHI,1610612755,f,L,1.0,9.0,0.1,240,34.0,90.0,0.37799999999999995,5.0,22.0,0.22699999999999998,15.0,17.0,1.0,10.0,29.0,39,18.0,10.0,7.0,12.0,17.0,88,1610612745,2016,Regular Season,2016-17
12258,21600132,2016-11-12,ATL vs. PHI,1610612755,f,L,1.0,8.0,0.111,240,36.0,83.0,0.434,11.0,29.0,0.379,13.0,20.0,1.0,10.0,29.0,39,21.0,14.0,4.0,19.0,20.0,96,1610612737,2016,Regular Season,2016-17
12259,21600046,2016-11-01,ORL @ PHI,1610612755,t,L,0.0,3.0,0.0,240,40.0,81.0,0.494,9.0,20.0,0.45,12.0,16.0,1.0,7.0,35.0,42,28.0,5.0,8.0,15.0,20.0,101,1610612753,2016,Regular Season,2016-17
12260,21600011,,OKC @ PHI,1610612755,t,L,0.0,1.0,0.0,240,36.0,84.0,0.429,7.0,24.0,0.292,18.0,25.0,1.0,5.0,38.0,43,21.0,5.0,10.0,13.0,22.0,97,1610612760,2016,Regular Season,2016-17
12261,11600066,,DET @ PHI,1610612755,t,L,1.0,5.0,0.16699999999999998,240,25.0,68.0,0.368,3.0,20.0,0.15,23.0,30.0,1.0,7.0,31.0,38,16.0,10.0,4.0,24.0,19.0,76,1610612765,2016,Pre Season,2016-17
12262,11600044,,MEM vs. PHI,1610612755,f,L,1.0,3.0,0.25,240,31.0,81.0,0.38299999999999995,6.0,23.0,0.261,23.0,33.0,1.0,11.0,33.0,44,17.0,9.0,9.0,23.0,23.0,91,1610612763,2016,Pre Season,2016-17
12263,11600033,,CLE vs. PHI,1610612755,f,L,1.0,2.0,0.33299999999999996,240,33.0,89.0,0.371,10.0,35.0,0.28600000000000003,29.0,35.0,1.0,13.0,37.0,50,26.0,8.0,9.0,11.0,24.0,105,1610612739,2016,Pre Season,2016-17
12264,21601216,2017-04-11,SAC vs. PHX,1610612756,f,L,24.0,58.0,0.293,240,41.0,109.0,0.376,8.0,30.0,0.267,14.0,24.0,1.0,18.0,30.0,48,19.0,8.0,3.0,9.0,23.0,104,1610612758,2016,Regular Season,2016-17
12265,21601087,2017-03-26,CHA vs. PHX,1610612756,f,L,22.0,52.0,0.297,240,41.0,81.0,0.506,6.0,16.0,0.375,18.0,22.0,1.0,8.0,31.0,39,25.0,6.0,3.0,12.0,17.0,106,1610612766,2016,Regular Season,2016-17
12267,21600907,2017-03-02,CHA @ PHX,1610612756,t,W,19.0,42.0,0.311,240,46.0,77.0,0.597,7.0,19.0,0.368,21.0,25.0,1.0,4.0,38.0,42,30.0,8.0,7.0,18.0,23.0,120,1610612766,2016,Regular Season,2016-17
12268,21600892,2017-02-28,MEM vs. PHX,1610612756,f,L,18.0,42.0,0.3,240,43.0,83.0,0.518,7.0,21.0,0.33299999999999996,19.0,24.0,1.0,8.0,24.0,32,22.0,6.0,5.0,12.0,25.0,112,1610612763,2016,Regular Season,2016-17
12269,21600761,2017-02-04,MIL @ PHX,1610612756,t,L,16.0,35.0,0.314,240,38.0,91.0,0.418,11.0,28.0,0.39299999999999996,25.0,30.0,1.0,14.0,26.0,40,22.0,9.0,3.0,16.0,28.0,112,1610612749,2016,Regular Season,2016-17
12270,21600739,2017-02-01,LAC @ PHX,1610612756,t,L,15.0,34.0,0.306,240,39.0,96.0,0.406,7.0,20.0,0.35,29.0,35.0,1.0,17.0,27.0,44,21.0,5.0,3.0,12.0,27.0,114,1610612746,2016,Regular Season,2016-17
12271,21600723,2017-01-30,MEM @ PHX,1610612756,t,L,15.0,33.0,0.313,240,31.0,74.0,0.419,5.0,19.0,0.263,29.0,39.0,1.0,13.0,29.0,42,11.0,8.0,8.0,17.0,19.0,96,1610612763,2016,Regular Season,2016-17
12272,21600679,2017-01-24,MIN @ PHX,1610612756,t,L,15.0,30.0,0.33299999999999996,240,38.0,86.0,0.442,7.0,19.0,0.368,28.0,32.0,1.0,13.0,31.0,44,20.0,7.0,4.0,15.0,23.0,111,1610612750,2016,Regular Season,2016-17
12273,21600636,2017-01-19,CLE vs. PHX,1610612756,f,L,13.0,29.0,0.31,240,37.0,85.0,0.435,4.0,19.0,0.21100000000000002,25.0,31.0,1.0,15.0,31.0,46,23.0,10.0,4.0,14.0,22.0,103,1610612739,2016,Regular Season,2016-17
12274,21600605,2017-01-14,SAS @ PHX,1610612756,t,W,13.0,27.0,0.325,240,39.0,85.0,0.45899999999999996,8.0,21.0,0.381,22.0,24.0,1.0,15.0,30.0,45,18.0,10.0,0.0,15.0,30.0,108,1610612759,2016,Regular Season,2016-17
12281,21600527,2017-01-03,MIA @ PHX,1610612756,t,W,11.0,25.0,0.306,240,36.0,77.0,0.46799999999999997,9.0,23.0,0.391,18.0,22.0,1.0,13.0,36.0,49,21.0,7.0,7.0,18.0,23.0,99,1610612748,2016,Regular Season,2016-17
12282,21600519,2017-01-02,LAC vs. PHX,1610612756,f,L,10.0,25.0,0.28600000000000003,240,39.0,102.0,0.382,2.0,15.0,0.133,18.0,22.0,1.0,19.0,29.0,48,22.0,11.0,4.0,12.0,29.0,98,1610612746,2016,Regular Season,2016-17
12283,21600490,2016-12-29,TOR @ PHX,1610612756,t,W,10.0,23.0,0.303,240,37.0,83.0,0.446,9.0,21.0,0.429,16.0,23.0,1.0,12.0,35.0,47,20.0,10.0,4.0,20.0,28.0,99,1610612761,2016,Regular Season,2016-17
12284,21600416,2016-12-19,MIN vs. PHX,1610612756,f,L,8.0,20.0,0.28600000000000003,240,37.0,82.0,0.451,9.0,21.0,0.429,25.0,35.0,1.0,8.0,26.0,34,16.0,11.0,5.0,17.0,23.0,108,1610612750,2016,Regular Season,2016-17
12285,21600387,2016-12-15,SAS @ PHX,1610612756,t,L,8.0,18.0,0.308,240,34.0,85.0,0.4,10.0,27.0,0.37,14.0,18.0,1.0,11.0,24.0,35,15.0,9.0,3.0,13.0,25.0,92,1610612759,2016,Regular Season,2016-17
12286,21600359,2016-12-11,NOP @ PHX,1610612756,t,L,7.0,17.0,0.292,265,44.0,96.0,0.45799999999999996,14.0,41.0,0.341,17.0,26.0,1.0,14.0,43.0,57,21.0,6.0,3.0,16.0,27.0,119,1610612740,2016,Regular Season,2016-17
12287,21600299,2016-12-03,GSW vs. PHX,1610612756,f,L,6.0,14.0,0.3,240,41.0,91.0,0.451,11.0,32.0,0.344,16.0,21.0,1.0,14.0,22.0,36,24.0,8.0,2.0,14.0,29.0,109,1610612744,2016,Regular Season,2016-17
12289,21600246,2016-11-27,DEN @ PHX,1610612756,t,L,5.0,13.0,0.278,240,36.0,89.0,0.40399999999999997,11.0,25.0,0.44,31.0,36.0,1.0,9.0,37.0,46,11.0,5.0,7.0,11.0,24.0,114,1610612743,2016,Regular Season,2016-17
12290,21600200,2016-11-21,WAS vs. PHX,1610612756,f,L,4.0,11.0,0.267,240,39.0,91.0,0.429,11.0,27.0,0.40700000000000003,12.0,15.0,1.0,13.0,39.0,52,22.0,3.0,7.0,21.0,24.0,101,1610612764,2016,Regular Season,2016-17
12291,21600045,,LAC vs. PHX,1610612756,f,L,0.0,4.0,0.0,240,35.0,84.0,0.41700000000000004,5.0,15.0,0.33299999999999996,23.0,31.0,1.0,10.0,34.0,44,19.0,11.0,0.0,20.0,33.0,98,1610612746,2016,Regular Season,2016-17
12292,21601227,2017-04-12,UTA vs. SAS,1610612759,f,L,61.0,21.0,0.7440000000000001,240,39.0,86.0,0.45299999999999996,8.0,21.0,0.381,11.0,13.0,1.0,15.0,27.0,42,16.0,12.0,2.0,15.0,17.0,97,1610612762,2016,Regular Season,2016-17
